project_id,quality_at_entry,outcome_success,region,sector,approval_year
P125506,4.0,1.0,Western and Central Africa,Social Sustainability and Inclusion,2014.0
P125509,2.0,0.0,Eastern and Southern Africa,Poverty and Equity,2014.0
P125528,5.0,1.0,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy",2012.0
P125565,3.0,1.0,Western and Central Africa,Energy & Extractives,2013.0
P125574,4.0,1.0,Western and Central Africa,Transport,2011.0
P125584,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Transport,2012.0
P125595,3.0,0.0,Western and Central Africa,"Finance, Competitiveness and Innovation",2012.0
P125600,4.0,1.0,East Asia and Pacific,"Urban, Resilience and Land",2011.0
P125669,5.0,1.0,Western and Central Africa,"Environment, Natural Resources & the Blue Economy",2012.0
P125689,3.0,0.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",2012.0
P125694,4.0,1.0,Eastern and Southern Africa,Social Protection & Jobs,2012.0
P125740,3.0,0.0,Eastern and Southern Africa,"Health, Nutrition & Population",2012.0
P125799,2.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan",Governance,2012.0
P125803,5.0,1.0,Latin America and Caribbean,Transport,2013.0
P125805,3.0,1.0,Latin America and Caribbean,"Urban, Resilience and Land",2011.0
P125806,4.0,1.0,Latin America and Caribbean,Social Protection & Jobs,2012.0
P125837,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2012.0
P125866,4.0,0.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2013.0
P125890,3.0,0.0,Western and Central Africa,Governance,2012.0
P125943,5.0,1.0,East Asia and Pacific,"Urban, Resilience and Land",2012.0
P125952,4.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Education,2013.0
P125958,4.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Education,2012.0
P125961,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Transport,2012.0
P125964,5.0,1.0,East Asia and Pacific,Agriculture and Food,2013.0
P125996,6.0,1.0,East Asia and Pacific,Energy & Extractives,2013.0
P125999,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Agriculture and Food,2012.0
P126033,3.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",2012.0
P126038,4.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2013.0
P126042,4.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2013.0
P126049,5.0,1.0,Western and Central Africa,Education,2013.0
P126094,4.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan","Macroeconomics, Trade and Investment",2011.0
P126130,3.0,1.0,Europe and Central Asia,"Health, Nutrition & Population",2014.0
P126155,5.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2013.0
P126157,4.0,1.0,East Asia and Pacific,"Urban, Resilience and Land",2014.0
P126162,3.0,0.0,East Asia and Pacific,Governance,2013.0
P126180,4.0,1.0,Western and Central Africa,Energy & Extractives,2013.0
P126193,3.0,1.0,South Asia,"Environment, Natural Resources & the Blue Economy",2011.0
P126207,2.0,0.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2012.0
P126210,4.0,1.0,East Asia and Pacific,"Health, Nutrition & Population",2012.0
P126226,5.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2012.0
P126229,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2012.0
P126263,4.0,1.0,South Asia,"Urban, Resilience and Land",2011.0
P126278,3.0,1.0,Europe and Central Asia,"Health, Nutrition & Population",2013.0
P126297,4.0,1.0,Latin America and Caribbean,Education,2012.0
P126321,2.0,0.0,Eastern and Southern Africa,Transport,2013.0
P126324,4.0,1.0,East Asia and Pacific,Digital Development,2013.0
P126325,4.0,1.0,South Asia,Water,2014.0
P126339,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Social Protection & Jobs,2012.0
P126343,4.0,0.0,Latin America and Caribbean,Governance,2013.0
P126346,4.0,1.0,Latin America and Caribbean,"Urban, Resilience and Land",2012.0
P126349,3.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2012.0
P126351,3.0,0.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2012.0
P126355,4.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2012.0
P126357,4.0,1.0,Latin America and Caribbean,Education,2012.0
P126361,4.0,1.0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy",2014.0
P126364,4.0,1.0,Latin America and Caribbean,Education,2012.0
P126372,4.0,1.0,Latin America and Caribbean,Education,2012.0
P126408,4.0,1.0,Latin America and Caribbean,Education,2013.0
P126424,3.0,0.0,East Asia and Pacific,"Urban, Resilience and Land",2011.0
P126425,4.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Governance,2012.0
P126426,3.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan","Health, Nutrition & Population",2012.0
P126440,5.0,1.0,Eastern and Southern Africa,Agriculture and Food,2012.0
P126449,4.0,1.0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy",2012.0
P126452,3.0,1.0,Latin America and Caribbean,Agriculture and Food,2013.0
P126453,4.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2012.0
P126454,5.0,1.0,East Asia and Pacific,Transport,2012.0
P126465,4.0,0.0,Latin America and Caribbean,Governance,2013.0
P126470,3.0,0.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2014.0
P126504,5.0,1.0,East Asia and Pacific,Transport,2013.0
P126507,2.0,0.0,East Asia and Pacific,Transport,2015.0
P126516,5.0,1.0,Western and Central Africa,Transport,2013.0
P126537,5.0,1.0,Latin America and Caribbean,Energy & Extractives,2012.0
P126576,2.0,0.0,Western and Central Africa,Agriculture and Food,2012.0
P126579,5.0,1.0,Eastern and Southern Africa,Energy & Extractives,2013.0
P126580,5.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2013.0
P126586,3.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan",Trade & Competitiveness,2012.0
P126596,4.0,1.0,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy",2014.0
P126611,4.0,1.0,East Asia and Pacific,"Urban, Resilience and Land",2013.0
P126661,4.0,1.0,Eastern and Southern Africa,Energy & Extractives,2015.0
P126663,3.0,1.0,Western and Central Africa,"Finance, Competitiveness and Innovation",2012.0
P126722,4.0,1.0,Europe and Central Asia,Water,2012.0
P126735,2.0,0.0,Latin America and Caribbean,"Urban, Resilience and Land",2014.0
P126740,5.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2012.0
P126744,5.0,1.0,Latin America and Caribbean,Agriculture and Food,2012.0
P126749,3.0,0.0,Latin America and Caribbean,"Urban, Resilience and Land",2013.0
P126773,4.0,1.0,Western and Central Africa,"Environment, Natural Resources & the Blue Economy",2015.0
P126782,5.0,1.0,Europe and Central Asia,Transport,2013.0
P126791,2.0,0.0,Latin America and Caribbean,Social Protection & Jobs,2013.0
P126813,5.0,1.0,East Asia and Pacific,"Urban, Resilience and Land",2013.0
P126817,4.0,1.0,East Asia and Pacific,"Urban, Resilience and Land",2013.0
P126832,5.0,1.0,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy",2015.0
P126833,2.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan",Agriculture and Food,2012.0
P126848,5.0,1.0,Eastern and Southern Africa,Governance,2014.0
P126856,5.0,1.0,East Asia and Pacific,Water,2013.0
P126875,3.0,0.0,Eastern and Southern Africa,Energy & Extractives,2013.0
P126877,5.0,1.0,Eastern and Southern Africa,Social Protection & Jobs,2012.0
P126897,5.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2012.0
P126902,5.0,1.0,Western and Central Africa,Education,2014.0
P126903,5.0,1.0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation",2012.0
P126964,4.0,1.0,Western and Central Africa,Social Protection & Jobs,2013.0
P126974,5.0,1.0,Western and Central Africa,Education,2014.0
P127015,5.0,1.0,South Asia,"Environment, Natural Resources & the Blue Economy",2013.0
P127033,5.0,1.0,East Asia and Pacific,Energy & Extractives,2014.0
P127035,5.0,1.0,East Asia and Pacific,Energy & Extractives,2013.0
P127036,5.0,1.0,East Asia and Pacific,Transport,2013.0
P127038,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Macroeconomics, Trade and Investment",2013.0
P127079,4.0,0.0,Eastern and Southern Africa,"Urban, Resilience and Land",2013.0
P127080,4.0,0.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2013.0
P127086,4.0,1.0,Eastern and Southern Africa,Water,2014.0
P127088,3.0,1.0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy",2013.0
P127105,3.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2012.0
P127143,3.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan",Energy & Extractives,2013.0
P127156,4.0,1.0,Europe and Central Asia,Transport,2013.0
P127163,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land",2013.0
P127166,4.0,1.0,Western and Central Africa,Education,2012.0
P127187,2.0,1.0,Eastern and Southern Africa,"Health, Nutrition & Population",2012.0
P127200,5.0,1.0,Western and Central Africa,Social Protection & Jobs,2012.0
P127201,5.0,1.0,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy",2013.0
P127203,4.0,0.0,Latin America and Caribbean,Energy & Extractives,2013.0
P127204,4.0,1.0,Western and Central Africa,"Finance, Competitiveness and Innovation",2012.0
P127208,3.0,0.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2013.0
P127209,5.0,1.0,Western and Central Africa,"Finance, Competitiveness and Innovation",2014.0
P127212,4.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Social Protection & Jobs,2012.0
P127226,4.0,1.0,Latin America and Caribbean,"Urban, Resilience and Land",2014.0
P127241,3.0,0.0,Eastern and Southern Africa,Transport,2014.0
P127245,1.0,0.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2013.0
P127253,4.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land",2012.0
P127254,5.0,1.0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy",2013.0
P127258,5.0,1.0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy",2013.0
P127303,4.0,1.0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation",2013.0
P127308,5.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",2013.0
P127314,3.0,0.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2012.0
P127319,3.0,0.0,Western and Central Africa,Governance,2012.0
P127328,5.0,1.0,Western and Central Africa,Social Protection & Jobs,2013.0
P127331,4.0,0.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2012.0
P127338,4.0,1.0,Latin America and Caribbean,"Urban, Resilience and Land",2015.0
P127388,4.0,1.0,Europe and Central Asia,Education,2013.0
P127408,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2015.0
P127411,3.0,0.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2014.0
P127433,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2012.0
P127435,6.0,1.0,East Asia and Pacific,Water,2013.0
P127441,3.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2013.0
P127449,3.0,0.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2014.0
P127463,4.0,0.0,Latin America and Caribbean,"Finance, Competitiveness and Innovation",2014.0
P127486,4.0,1.0,Europe and Central Asia,Agriculture and Food,2013.0
P127490,5.0,1.0,South Asia,"Environment, Natural Resources & the Blue Economy",2013.0
P127508,4.0,0.0,South Asia,"Urban, Resilience and Land",2013.0
P127543,5.0,1.0,Western and Central Africa,"Urban, Resilience and Land",2013.0
P127585,4.0,1.0,Eastern and Southern Africa,Energy & Extractives,2014.0
P127665,4.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2014.0
P127676,5.0,1.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",2014.0
P127723,4.0,1.0,Latin America and Caribbean,Transport,2013.0
P127734,4.0,1.0,Europe and Central Asia,Governance,2016.0
P127743,5.0,1.0,Latin America and Caribbean,Agriculture and Food,2013.0
P127754,2.0,0.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2014.0
P127759,2.0,0.0,Europe and Central Asia,Water,2013.0
P127764,4.0,1.0,Europe and Central Asia,Water,2014.0
P127775,5.0,1.0,East Asia and Pacific,Agriculture and Food,2014.0
P127787,4.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2013.0
P127807,4.0,1.0,Europe and Central Asia,Governance,2013.0
P127813,3.0,1.0,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy",2014.0
P127822,4.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Agriculture and Food,2013.0
P127837,4.0,0.0,Latin America and Caribbean,Energy & Extractives,2014.0
P127861,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Environment, Natural Resources & the Blue Economy",2013.0
P127867,5.0,1.0,East Asia and Pacific,Transport,2014.0
P127876,4.0,1.0,Europe and Central Asia,Transport,2013.0
P127949,6.0,1.0,Africa,"Health, Nutrition & Population",2012.0
P127955,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land",2013.0
P127956,4.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Environment, Natural Resources & the Blue Economy",2014.0
P127966,4.0,1.0,Europe and Central Asia,Education,2014.0
P127974,5.0,1.0,South Asia,Energy & Extractives,2016.0
P128012,5.0,0.0,South Asia,Energy & Extractives,2016.0
P128013,3.0,0.0,East Asia and Pacific,Transport,2013.0
P128023,5.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2012.0
P128048,4.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Finance, Competitiveness and Innovation",2014.0
P128072,5.0,1.0,East Asia and Pacific,Social Sustainability and Inclusion,2014.0
P128096,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Education,2013.0
P128140,4.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2013.0
P128201,4.0,1.0,South Asia,"Macroeconomics, Trade and Investment",2013.0
P128208,2.0,0.0,Western and Central Africa,Governance,2012.0
P128239,3.0,0.0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation",2012.0
P128251,3.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Macroeconomics, Trade and Investment",2013.0
P128258,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Energy & Extractives,2014.0
P128276,4.0,1.0,South Asia,"Urban, Resilience and Land",2013.0
P128284,3.0,0.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2013.0
P128307,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Agriculture and Food,2015.0
P128309,4.0,1.0,Western and Central Africa,Agriculture and Food,2013.0
P128332,3.0,0.0,Africa,"Health, Nutrition & Population",2011.0
P128378,5.0,1.0,Europe and Central Asia,Education,2014.0
P128393,4.0,1.0,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy",2014.0
P128416,5.0,1.0,Europe and Central Asia,Water,2012.0
P128434,5.0,1.0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy",2013.0
P128437,2.0,0.0,Other,"Environment, Natural Resources & the Blue Economy",2015.0
P128442,5.0,1.0,Europe and Central Asia,"Health, Nutrition & Population",2013.0
P128443,2.0,0.0,Western and Central Africa,"Finance, Competitiveness and Innovation",2013.0
P128516,4.0,1.0,Europe and Central Asia,Education,2016.0
P128534,4.0,1.0,Western and Central Africa,Social Protection & Jobs,2013.0
P128573,4.0,0.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2013.0
P128605,5.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",2017.0
P128628,4.0,1.0,Western and Central Africa,Education,2014.0
P128644,5.0,1.0,Eastern and Southern Africa,Education,2013.0
P128768,4.0,0.0,Western and Central Africa,Energy & Extractives,2014.0
P128831,3.0,1.0,Eastern and Southern Africa,Agriculture and Food,2014.0
P128832,5.0,1.0,East Asia and Pacific,Social Sustainability and Inclusion,2013.0
P128867,5.0,1.0,East Asia and Pacific,Water,2013.0
P128869,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Macroeconomics, Trade and Investment",2015.0
P128887,5.0,1.0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy",2014.0
P128891,4.0,1.0,Eastern and Southern Africa,Social Protection & Jobs,2013.0
P128904,4.0,1.0,East Asia and Pacific,Digital Development,2015.0
P128905,4.0,1.0,South Asia,Agriculture and Food,2013.0
P128909,4.0,1.0,Western and Central Africa,"Health, Nutrition & Population",2013.0
P128919,5.0,1.0,East Asia and Pacific,Transport,2015.0
P128938,5.0,1.0,East Asia and Pacific,Transport,2012.0
P128939,5.0,1.0,East Asia and Pacific,Transport,2012.0
P128940,4.0,0.0,East Asia and Pacific,Transport,2012.0
P128950,5.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",2013.0
P128966,4.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Transport,2013.0
P128968,5.0,1.0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy",2015.0
P129000,4.0,1.0,Eastern and Southern Africa,Transport,2012.0
P129156,5.0,0.0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy",2014.0
P129267,2.0,1.0,Western and Central Africa,"Finance, Competitiveness and Innovation",2014.0
P129282,3.0,0.0,Africa,"Macroeconomics, Trade and Investment",2015.0
P129326,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Finance, Competitiveness and Innovation",2012.0
P129327,4.0,1.0,Europe and Central Asia,Social Protection & Jobs,2012.0
P129342,4.0,1.0,Latin America and Caribbean,Education,2016.0
P129381,5.0,1.0,Western and Central Africa,Education,2013.0
P129397,4.0,1.0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy",2014.0
P129401,5.0,1.0,East Asia and Pacific,Transport,2014.0
P129408,5.0,1.0,Eastern and Southern Africa,Agriculture and Food,2014.0
P129431,5.0,1.0,East Asia and Pacific,"Urban, Resilience and Land",2013.0
P129465,4.0,1.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2013.0
P129472,4.0,1.0,Western and Central Africa,"Health, Nutrition & Population",2014.0
P129489,4.0,1.0,Eastern and Southern Africa,Agriculture and Food,2013.0
P129524,4.0,1.0,Eastern and Southern Africa,Social Protection & Jobs,2013.0
P129539,5.0,1.0,Europe and Central Asia,"Health, Nutrition & Population",2014.0
P129563,5.0,1.0,East Asia and Pacific,"Urban, Resilience and Land",2014.0
P129565,4.0,1.0,Western and Central Africa,Agriculture and Food,2012.0
P129597,3.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2013.0
P129600,4.0,0.0,Western and Central Africa,Education,2014.0
P129633,5.0,1.0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy",2016.0
P129640,4.0,1.0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy",2015.0
P129647,4.0,1.0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy",2014.0
P129652,3.0,0.0,Latin America and Caribbean,"Health, Nutrition & Population",2013.0
P129663,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Health, Nutrition & Population",2013.0
P129688,3.0,0.0,Western and Central Africa,Agriculture and Food,2013.0
P129713,3.0,0.0,Eastern and Southern Africa,"Urban, Resilience and Land",2013.0
P129742,4.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Macroeconomics, Trade and Investment",2013.0
P129769,3.0,1.0,Western and Central Africa,"Environment, Natural Resources & the Blue Economy",2013.0
P129770,4.0,0.0,South Asia,Governance,2014.0
P129774,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Agriculture and Food,2013.0
P129791,3.0,1.0,East Asia and Pacific,"Urban, Resilience and Land",2014.0
P129793,3.0,0.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2012.0
P129825,3.0,0.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2013.0
P129828,4.0,1.0,Eastern and Southern Africa,Education,2014.0
P129847,4.0,1.0,Eastern and Southern Africa,Energy & Extractives,2013.0
P129861,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Education,2012.0
P129920,5.0,1.0,South Asia,Energy & Extractives,2014.0
P129929,5.0,1.0,South Asia,"Finance, Competitiveness and Innovation",2013.0
P129961,4.0,1.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",2014.0
P130012,4.0,1.0,Western and Central Africa,Agriculture and Food,2013.0
P130013,4.0,1.0,Europe and Central Asia,Energy & Extractives,2013.0
P130014,5.0,1.0,East Asia and Pacific,Water,2014.0
P130048,4.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2012.0
P130051,4.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2012.0
P130089,5.0,1.0,South Asia,Agriculture and Food,2012.0
P130091,4.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",2012.0
P130150,4.0,1.0,East Asia and Pacific,"Finance, Competitiveness and Innovation",2013.0
P130157,3.0,0.0,Europe and Central Asia,Other,2012.0
P130164,3.0,0.0,South Asia,Transport,2014.0
P130184,5.0,1.0,Western and Central Africa,Transport,2013.0
P130193,4.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Education,2015.0
P130202,3.0,0.0,Europe and Central Asia,Governance,2013.0
P130222,3.0,1.0,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy",2013.0
P130276,5.0,1.0,Eastern and Southern Africa,Agriculture and Food,2014.0
P130299,5.0,1.0,South Asia,"Health, Nutrition & Population",2013.0
P130328,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Social Protection & Jobs,2012.0
P130339,4.0,1.0,South Asia,Transport,2013.0
P130343,4.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Environment, Natural Resources & the Blue Economy",2013.0
P130413,4.0,1.0,Europe and Central Asia,Transport,2013.0
P130421,3.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",2013.0
P130459,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2013.0
P130474,2.0,0.0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy",2015.0
P130492,4.0,1.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",2015.0
P130512,4.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2013.0
P130548,3.0,0.0,South Asia,"Urban, Resilience and Land",2014.0
P130682,4.0,1.0,Latin America and Caribbean,Water,2014.0
P130694,5.0,1.0,Eastern and Southern Africa,Water,2013.0
P130710,4.0,1.0,South Asia,Social Sustainability and Inclusion,2016.0
P130735,4.0,1.0,Western and Central Africa,Social Protection & Jobs,2013.0
P130786,5.0,1.0,East Asia and Pacific,Energy & Extractives,2013.0
P130801,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Water,2013.0
P130819,4.0,0.0,Latin America and Caribbean,"Urban, Resilience and Land",2013.0
P130824,4.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2013.0
P130835,2.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan",Agriculture and Food,2013.0
P130840,4.0,0.0,Western and Central Africa,"Urban, Resilience and Land",2014.0
P130847,4.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2014.0
P130864,4.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",2013.0
P130865,5.0,1.0,Western and Central Africa,"Health, Nutrition & Population",2013.0
P130871,5.0,1.0,Eastern and Southern Africa,Digital Development,2015.0
P130878,3.0,0.0,Eastern and Southern Africa,Governance,2013.0
P130888,4.0,1.0,Western and Central Africa,"Environment, Natural Resources & the Blue Economy",2014.0
P130891,5.0,1.0,East Asia and Pacific,Digital Development,2014.0
P130903,4.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Governance,2014.0
P130925,5.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2013.0
P130972,5.0,1.0,Latin America and Caribbean,"Urban, Resilience and Land",2013.0
P131013,4.0,1.0,Latin America and Caribbean,Agriculture and Food,2014.0
P131027,3.0,0.0,Eastern and Southern Africa,Energy & Extractives,2014.0
P131028,4.0,1.0,Latin America and Caribbean,Social Protection & Jobs,2013.0
P131029,5.0,1.0,Latin America and Caribbean,Social Protection & Jobs,2013.0
P131049,4.0,1.0,Eastern and Southern Africa,Water,2013.0
P131084,5.0,1.0,Western and Central Africa,Energy & Extractives,2014.0
P131094,5.0,1.0,Latin America and Caribbean,"Urban, Resilience and Land",2013.0
P131120,4.0,1.0,Eastern and Southern Africa,Education,2013.0
P131138,3.0,1.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",2013.0
P131194,3.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Health, Nutrition & Population",2013.0
P131201,4.0,1.0,East Asia and Pacific,"Finance, Competitiveness and Innovation",2014.0
P131212,2.0,0.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2014.0
P131228,4.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Energy & Extractives,2016.0
P131235,5.0,1.0,South Asia,Agriculture and Food,2014.0
P131256,5.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan",Energy & Extractives,2015.0
P131263,4.0,1.0,South Asia,Energy & Extractives,2013.0
P131290,3.0,0.0,East Asia and Pacific,"Health, Nutrition & Population",2014.0
P131305,5.0,1.0,Eastern and Southern Africa,Social Protection & Jobs,2014.0
P131323,5.0,1.0,Western and Central Africa,Water,2014.0
P131331,5.0,1.0,South Asia,Education,2013.0
P131394,5.0,1.0,South Asia,Education,2013.0
P131408,4.0,1.0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy",2015.0
P131441,5.0,1.0,Europe and Central Asia,Education,2014.0
P131464,5.0,1.0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy",2015.0
P131550,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Transport,2014.0
P131558,5.0,1.0,East Asia and Pacific,Energy & Extractives,2015.0
P131592,3.0,1.0,South Asia,Energy & Extractives,2015.0
P131655,2.0,0.0,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy",2015.0
P131659,5.0,1.0,Eastern and Southern Africa,Energy & Extractives,2014.0
P131660,4.0,1.0,Eastern and Southern Africa,Education,2014.0
P131666,5.0,1.0,Eastern and Southern Africa,Social Protection & Jobs,2013.0
P131688,5.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2014.0
P131709,5.0,1.0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy",2014.0
P131763,3.0,0.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2013.0
P131765,4.0,1.0,South Asia,Transport,2014.0
P131775,5.0,1.0,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy",2014.0
P131778,5.0,1.0,Western and Central Africa,"Environment, Natural Resources & the Blue Economy",2016.0
P131825,3.0,1.0,East Asia and Pacific,"Health, Nutrition & Population",2014.0
P131850,4.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan","Health, Nutrition & Population",2015.0
P131864,4.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Transport,2014.0
P131921,4.0,1.0,Europe and Central Asia,Energy & Extractives,2014.0
P131945,4.0,1.0,Eastern and Southern Africa,"Health, Nutrition & Population",2013.0
