project_id,quality_at_entry,outcome_success,region,sector
P125114,3,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P125120,4,1,Eastern and Southern Africa,Water
P125127,5,1,Eastern and Southern Africa,Education
P125151,4,1,Latin America and Caribbean,Water
P125184,3,0,"Middle East, North Africa, Afghanistan, and Pakistan",Water
P125202,5,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P125205,4,1,Latin America and Caribbean,"Urban, Resilience and Land"
P125229,5,1,Eastern and Southern Africa,"Health, Nutrition & Population"
P125232,5,1,East Asia and Pacific,Social Sustainability and Inclusion
P125272,3,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P125288,4,1,Latin America and Caribbean,Education
P125298,3,0,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P125359,4,1,South Asia,"Health, Nutrition & Population"
P125389,4,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P125405,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P125414,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land"
P125425,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P125445,4,1,East Asia and Pacific,Education
P125447,4,1,South Asia,"Environment, Natural Resources & the Blue Economy"
P125483,4,1,"Middle East, North Africa, Afghanistan, and Pakistan","Macroeconomics, Trade and Investment"
P125495,5,1,South Asia,Transport
P125496,5,1,East Asia and Pacific,Agriculture and Food
P125506,4,1,Western and Central Africa,Social Sustainability and Inclusion
P125509,2,0,Eastern and Southern Africa,Poverty and Equity
P125528,5,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P125565,3,1,Western and Central Africa,Energy & Extractives
P125574,4,1,Western and Central Africa,Transport
P125584,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Transport
P125595,3,0,Western and Central Africa,"Finance, Competitiveness and Innovation"
P125600,4,1,East Asia and Pacific,"Urban, Resilience and Land"
P125669,5,1,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P125689,3,0,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P125694,4,1,Eastern and Southern Africa,Social Protection & Jobs
P125740,3,0,Eastern and Southern Africa,"Health, Nutrition & Population"
P125799,2,0,"Middle East, North Africa, Afghanistan, and Pakistan",Governance
P125803,5,1,Latin America and Caribbean,Transport
P125805,3,1,Latin America and Caribbean,"Urban, Resilience and Land"
P125806,4,1,Latin America and Caribbean,Social Protection & Jobs
P125837,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P125866,4,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P125890,3,0,Western and Central Africa,Governance
P125943,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P125952,4,1,"Middle East, North Africa, Afghanistan, and Pakistan",Education
P125958,4,1,"Middle East, North Africa, Afghanistan, and Pakistan",Education
P125961,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Transport
P125964,5,1,East Asia and Pacific,Agriculture and Food
P125996,6,1,East Asia and Pacific,Energy & Extractives
P125999,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Agriculture and Food
P126033,3,1,Europe and Central Asia,"Urban, Resilience and Land"
P126038,4,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P126042,4,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P126049,5,1,Western and Central Africa,Education
P126094,4,0,"Middle East, North Africa, Afghanistan, and Pakistan","Macroeconomics, Trade and Investment"
P126130,3,1,Europe and Central Asia,"Health, Nutrition & Population"
P126155,5,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P126157,4,1,East Asia and Pacific,"Urban, Resilience and Land"
P126162,3,0,East Asia and Pacific,Governance
P126180,4,1,Western and Central Africa,Energy & Extractives
P126193,3,1,South Asia,"Environment, Natural Resources & the Blue Economy"
P126207,2,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P126210,4,1,East Asia and Pacific,"Health, Nutrition & Population"
P126226,5,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P126229,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P126263,4,1,South Asia,"Urban, Resilience and Land"
P126278,3,1,Europe and Central Asia,"Health, Nutrition & Population"
P126297,4,1,Latin America and Caribbean,Education
P126321,2,0,Eastern and Southern Africa,Transport
P126324,4,1,East Asia and Pacific,Digital Development
P126325,4,1,South Asia,Water
P126339,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Social Protection & Jobs
P126343,4,0,Latin America and Caribbean,Governance
P126346,4,1,Latin America and Caribbean,"Urban, Resilience and Land"
P126349,3,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P126351,3,0,Latin America and Caribbean,"Macroeconomics, Trade and Investment"
P126355,4,1,Western and Central Africa,"Macroeconomics, Trade and Investment"
P126357,4,1,Latin America and Caribbean,Education
P126361,4,1,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P126364,4,1,Latin America and Caribbean,Education
P126372,4,1,Latin America and Caribbean,Education
P126408,4,1,Latin America and Caribbean,Education
P126424,3,0,East Asia and Pacific,"Urban, Resilience and Land"
P126425,4,1,"Middle East, North Africa, Afghanistan, and Pakistan",Governance
P126426,3,0,"Middle East, North Africa, Afghanistan, and Pakistan","Health, Nutrition & Population"
P126440,5,1,Eastern and Southern Africa,Agriculture and Food
P126449,4,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P126452,3,1,Latin America and Caribbean,Agriculture and Food
P126453,4,1,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P126454,5,1,East Asia and Pacific,Transport
P126465,4,0,Latin America and Caribbean,Governance
P126470,3,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P126504,5,1,East Asia and Pacific,Transport
P126507,2,0,East Asia and Pacific,Transport
P126516,5,1,Western and Central Africa,Transport
P126537,5,1,Latin America and Caribbean,Energy & Extractives
P126576,2,0,Western and Central Africa,Agriculture and Food
P126579,5,1,Eastern and Southern Africa,Energy & Extractives
P126580,5,1,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P126586,3,0,"Middle East, North Africa, Afghanistan, and Pakistan",Trade & Competitiveness
P126596,4,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P126611,4,1,East Asia and Pacific,"Urban, Resilience and Land"
P126661,4,1,Eastern and Southern Africa,Energy & Extractives
P126663,3,1,Western and Central Africa,"Finance, Competitiveness and Innovation"
P126722,4,1,Europe and Central Asia,Water
P126735,2,0,Latin America and Caribbean,"Urban, Resilience and Land"
P126740,5,1,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P126744,5,1,Latin America and Caribbean,Agriculture and Food
P126749,3,0,Latin America and Caribbean,"Urban, Resilience and Land"
P126773,4,1,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P126782,5,1,Europe and Central Asia,Transport
P126791,2,0,Latin America and Caribbean,Social Protection & Jobs
P126813,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P126817,4,1,East Asia and Pacific,"Urban, Resilience and Land"
P126832,5,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P126833,2,0,"Middle East, North Africa, Afghanistan, and Pakistan",Agriculture and Food
P126848,5,1,Eastern and Southern Africa,Governance
P126856,5,1,East Asia and Pacific,Water
P126875,3,0,Eastern and Southern Africa,Energy & Extractives
P126877,5,1,Eastern and Southern Africa,Social Protection & Jobs
P126897,5,1,Western and Central Africa,"Macroeconomics, Trade and Investment"
P126902,5,1,Western and Central Africa,Education
P126903,5,1,Eastern and Southern Africa,"Finance, Competitiveness and Innovation"
P126964,4,1,Western and Central Africa,Social Protection & Jobs
P126974,5,1,Western and Central Africa,Education
P127015,5,1,South Asia,"Environment, Natural Resources & the Blue Economy"
P127033,5,1,East Asia and Pacific,Energy & Extractives
P127035,5,1,East Asia and Pacific,Energy & Extractives
P127036,5,1,East Asia and Pacific,Transport
P127038,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Macroeconomics, Trade and Investment"
P127079,4,0,Eastern and Southern Africa,"Urban, Resilience and Land"
P127080,4,0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P127086,4,1,Eastern and Southern Africa,Water
P127088,3,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P127105,3,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P127143,3,0,"Middle East, North Africa, Afghanistan, and Pakistan",Energy & Extractives
P127156,4,1,Europe and Central Asia,Transport
P127163,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land"
P127166,4,1,Western and Central Africa,Education
P127187,2,1,Eastern and Southern Africa,"Health, Nutrition & Population"
P127200,5,1,Western and Central Africa,Social Protection & Jobs
P127201,5,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P127203,4,0,Latin America and Caribbean,Energy & Extractives
P127204,4,1,Western and Central Africa,"Finance, Competitiveness and Innovation"
P127208,3,0,Latin America and Caribbean,"Macroeconomics, Trade and Investment"
P127209,5,1,Western and Central Africa,"Finance, Competitiveness and Innovation"
P127212,4,1,"Middle East, North Africa, Afghanistan, and Pakistan",Social Protection & Jobs
P127226,4,1,Latin America and Caribbean,"Urban, Resilience and Land"
P127241,3,0,Eastern and Southern Africa,Transport
P127245,1,0,Latin America and Caribbean,"Macroeconomics, Trade and Investment"
P127253,4,1,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land"
P127254,5,1,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P127258,5,1,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P127303,4,1,Eastern and Southern Africa,"Finance, Competitiveness and Innovation"
P127308,5,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P127314,3,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P127319,3,0,Western and Central Africa,Governance
P127328,5,1,Western and Central Africa,Social Protection & Jobs
P127331,4,0,Latin America and Caribbean,"Macroeconomics, Trade and Investment"
P127338,4,1,Latin America and Caribbean,"Urban, Resilience and Land"
P127388,4,1,Europe and Central Asia,Education
P127408,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P127411,3,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P127433,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P127435,6,1,East Asia and Pacific,Water
P127441,3,1,Western and Central Africa,"Macroeconomics, Trade and Investment"
P127449,3,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P127463,4,0,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P127486,4,1,Europe and Central Asia,Agriculture and Food
P127490,5,1,South Asia,"Environment, Natural Resources & the Blue Economy"
P127508,4,0,South Asia,"Urban, Resilience and Land"
P127543,5,1,Western and Central Africa,"Urban, Resilience and Land"
P127585,4,1,Eastern and Southern Africa,Energy & Extractives
P127665,4,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P127676,5,1,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P127723,4,1,Latin America and Caribbean,Transport
P127734,4,1,Europe and Central Asia,Governance
P127743,5,1,Latin America and Caribbean,Agriculture and Food
P127754,2,0,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P127759,2,0,Europe and Central Asia,Water
P127764,4,1,Europe and Central Asia,Water
P127775,5,1,East Asia and Pacific,Agriculture and Food
P127787,4,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P127807,4,1,Europe and Central Asia,Governance
P127813,3,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P127822,4,1,"Middle East, North Africa, Afghanistan, and Pakistan",Agriculture and Food
P127837,4,0,Latin America and Caribbean,Energy & Extractives
P127861,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Environment, Natural Resources & the Blue Economy"
P127867,5,1,East Asia and Pacific,Transport
P127876,4,1,Europe and Central Asia,Transport
P127949,6,1,Africa,"Health, Nutrition & Population"
P127955,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land"
P127956,4,1,"Middle East, North Africa, Afghanistan, and Pakistan","Environment, Natural Resources & the Blue Economy"
P127966,4,1,Europe and Central Asia,Education
P127974,5,1,South Asia,Energy & Extractives
P128012,5,0,South Asia,Energy & Extractives
P128013,3,0,East Asia and Pacific,Transport
P128023,5,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P128048,4,1,"Middle East, North Africa, Afghanistan, and Pakistan","Finance, Competitiveness and Innovation"
P128072,5,1,East Asia and Pacific,Social Sustainability and Inclusion
P128096,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Education
P128140,4,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P128201,4,1,South Asia,"Macroeconomics, Trade and Investment"
P128208,2,0,Western and Central Africa,Governance
P128239,3,0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation"
P128251,3,1,"Middle East, North Africa, Afghanistan, and Pakistan","Macroeconomics, Trade and Investment"
P128258,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Energy & Extractives
P128276,4,1,South Asia,"Urban, Resilience and Land"
P128284,3,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P128307,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Agriculture and Food
P128309,4,1,Western and Central Africa,Agriculture and Food
P128332,3,0,Africa,"Health, Nutrition & Population"
P128378,5,1,Europe and Central Asia,Education
P128393,4,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P128416,5,1,Europe and Central Asia,Water
P128434,5,1,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P128437,2,0,Other,"Environment, Natural Resources & the Blue Economy"
P128442,5,1,Europe and Central Asia,"Health, Nutrition & Population"
P128443,2,0,Western and Central Africa,"Finance, Competitiveness and Innovation"
P128516,4,1,Europe and Central Asia,Education
P128534,4,1,Western and Central Africa,Social Protection & Jobs
P128573,4,0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P128605,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P128628,4,1,Western and Central Africa,Education
P128644,5,1,Eastern and Southern Africa,Education
P128768,4,0,Western and Central Africa,Energy & Extractives
P128831,3,1,Eastern and Southern Africa,Agriculture and Food
P128832,5,1,East Asia and Pacific,Social Sustainability and Inclusion
P128867,5,1,East Asia and Pacific,Water
P128869,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Macroeconomics, Trade and Investment"
P128887,5,1,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P128891,4,1,Eastern and Southern Africa,Social Protection & Jobs
P128904,4,1,East Asia and Pacific,Digital Development
P128905,4,1,South Asia,Agriculture and Food
P128909,4,1,Western and Central Africa,"Health, Nutrition & Population"
P128919,5,1,East Asia and Pacific,Transport
P128938,5,1,East Asia and Pacific,Transport
P128939,5,1,East Asia and Pacific,Transport
P128940,4,0,East Asia and Pacific,Transport
P128950,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P128966,4,1,"Middle East, North Africa, Afghanistan, and Pakistan",Transport
P128968,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P129000,4,1,Eastern and Southern Africa,Transport
P129156,5,0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P129267,2,1,Western and Central Africa,"Finance, Competitiveness and Innovation"
P129282,3,0,Africa,"Macroeconomics, Trade and Investment"
P129326,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Finance, Competitiveness and Innovation"
P129327,4,1,Europe and Central Asia,Social Protection & Jobs
P129342,4,1,Latin America and Caribbean,Education
P129381,5,1,Western and Central Africa,Education
P129397,4,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P129401,5,1,East Asia and Pacific,Transport
P129408,5,1,Eastern and Southern Africa,Agriculture and Food
P129431,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P129465,4,1,Latin America and Caribbean,"Macroeconomics, Trade and Investment"
P129472,4,1,Western and Central Africa,"Health, Nutrition & Population"
P129489,4,1,Eastern and Southern Africa,Agriculture and Food
P129524,4,1,Eastern and Southern Africa,Social Protection & Jobs
P129539,5,1,Europe and Central Asia,"Health, Nutrition & Population"
P129563,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P129565,4,1,Western and Central Africa,Agriculture and Food
P129597,3,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P129600,4,0,Western and Central Africa,Education
P129633,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P129640,4,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P129647,4,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P129652,3,0,Latin America and Caribbean,"Health, Nutrition & Population"
P129663,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Health, Nutrition & Population"
P129688,3,0,Western and Central Africa,Agriculture and Food
P129713,3,0,Eastern and Southern Africa,"Urban, Resilience and Land"
P129742,4,1,"Middle East, North Africa, Afghanistan, and Pakistan","Macroeconomics, Trade and Investment"
P129769,3,1,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P129770,4,0,South Asia,Governance
P129774,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Agriculture and Food
P129791,3,1,East Asia and Pacific,"Urban, Resilience and Land"
P129793,3,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P129825,3,0,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P129828,4,1,Eastern and Southern Africa,Education
P129847,4,1,Eastern and Southern Africa,Energy & Extractives
P129861,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Education
P129920,5,1,South Asia,Energy & Extractives
P129929,5,1,South Asia,"Finance, Competitiveness and Innovation"
P129961,4,1,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P130012,4,1,Western and Central Africa,Agriculture and Food
P130013,4,1,Europe and Central Asia,Energy & Extractives
P130014,5,1,East Asia and Pacific,Water
P130048,4,1,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P130051,4,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P130089,5,1,South Asia,Agriculture and Food
P130091,4,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P130150,4,1,East Asia and Pacific,"Finance, Competitiveness and Innovation"
P130157,3,0,Europe and Central Asia,Other
P130164,3,0,South Asia,Transport
P130184,5,1,Western and Central Africa,Transport
P130193,4,1,"Middle East, North Africa, Afghanistan, and Pakistan",Education
P130202,3,0,Europe and Central Asia,Governance
P130222,3,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P130276,5,1,Eastern and Southern Africa,Agriculture and Food
P130299,5,1,South Asia,"Health, Nutrition & Population"
P130328,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Social Protection & Jobs
P130339,4,1,South Asia,Transport
P130343,4,1,"Middle East, North Africa, Afghanistan, and Pakistan","Environment, Natural Resources & the Blue Economy"
P130413,4,1,Europe and Central Asia,Transport
P130421,3,1,Europe and Central Asia,"Urban, Resilience and Land"
P130459,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P130474,2,0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P130492,4,1,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P130512,4,1,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P130548,3,0,South Asia,"Urban, Resilience and Land"
P130682,4,1,Latin America and Caribbean,Water
P130694,5,1,Eastern and Southern Africa,Water
P130710,4,1,South Asia,Social Sustainability and Inclusion
P130735,4,1,Western and Central Africa,Social Protection & Jobs
P130786,5,1,East Asia and Pacific,Energy & Extractives
P130801,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Water
P130819,4,0,Latin America and Caribbean,"Urban, Resilience and Land"
P130824,4,1,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P130835,2,0,"Middle East, North Africa, Afghanistan, and Pakistan",Agriculture and Food
P130840,4,0,Western and Central Africa,"Urban, Resilience and Land"
P130847,4,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P130864,4,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P130865,5,1,Western and Central Africa,"Health, Nutrition & Population"
P130871,5,1,Eastern and Southern Africa,Digital Development
P130878,3,0,Eastern and Southern Africa,Governance
P130888,4,1,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P130891,5,1,East Asia and Pacific,Digital Development
P130903,4,1,"Middle East, North Africa, Afghanistan, and Pakistan",Governance
P130925,5,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P130972,5,1,Latin America and Caribbean,"Urban, Resilience and Land"
P131013,4,1,Latin America and Caribbean,Agriculture and Food
P131027,3,0,Eastern and Southern Africa,Energy & Extractives
P131028,4,1,Latin America and Caribbean,Social Protection & Jobs
P131029,5,1,Latin America and Caribbean,Social Protection & Jobs
P131049,4,1,Eastern and Southern Africa,Water
P131084,5,1,Western and Central Africa,Energy & Extractives
P131094,5,1,Latin America and Caribbean,"Urban, Resilience and Land"
P131120,4,1,Eastern and Southern Africa,Education
P131138,3,1,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P131194,3,1,"Middle East, North Africa, Afghanistan, and Pakistan","Health, Nutrition & Population"
P131201,4,1,East Asia and Pacific,"Finance, Competitiveness and Innovation"
P131212,2,0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P131228,4,1,"Middle East, North Africa, Afghanistan, and Pakistan",Energy & Extractives
P131235,5,1,South Asia,Agriculture and Food
P131256,5,0,"Middle East, North Africa, Afghanistan, and Pakistan",Energy & Extractives
P131263,4,1,South Asia,Energy & Extractives
P131290,3,0,East Asia and Pacific,"Health, Nutrition & Population"
P131305,5,1,Eastern and Southern Africa,Social Protection & Jobs
P131323,5,1,Western and Central Africa,Water
P131331,5,1,South Asia,Education
P131394,5,1,South Asia,Education
P131408,4,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P131441,5,1,Europe and Central Asia,Education
P131464,5,1,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P131550,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Transport
P131558,5,1,East Asia and Pacific,Energy & Extractives
P131592,3,1,South Asia,Energy & Extractives
P131655,2,0,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P131659,5,1,Eastern and Southern Africa,Energy & Extractives
P131660,4,1,Eastern and Southern Africa,Education
P131666,5,1,Eastern and Southern Africa,Social Protection & Jobs
P131688,5,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P131709,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P131763,3,0,Latin America and Caribbean,"Macroeconomics, Trade and Investment"
P131765,4,1,South Asia,Transport
P131775,5,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P131778,5,1,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P131825,3,1,East Asia and Pacific,"Health, Nutrition & Population"
P131850,4,0,"Middle East, North Africa, Afghanistan, and Pakistan","Health, Nutrition & Population"
P131864,4,1,"Middle East, North Africa, Afghanistan, and Pakistan",Transport
P131921,4,1,Europe and Central Asia,Energy & Extractives
P131945,4,1,Eastern and Southern Africa,"Health, Nutrition & Population"
P131965,3,0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P131973,4,0,Western and Central Africa,"Finance, Competitiveness and Innovation"
P132101,4,1,Eastern and Southern Africa,Transport
P132123,4,1,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P132154,5,1,East Asia and Pacific,Transport
P132157,4,1,"Middle East, North Africa, Afghanistan, and Pakistan","Environment, Natural Resources & the Blue Economy"
P132173,2,0,South Asia,Water
P132208,4,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P132210,2,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P132216,4,1,Western and Central Africa,Governance
P132234,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Governance
P132268,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land"
P132270,4,1,Europe and Central Asia,Transport
P132277,5,1,East Asia and Pacific,Transport
P132289,3,0,South Asia,Energy & Extractives
P132306,3,1,Western and Central Africa,Agriculture and Food
P132308,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Health, Nutrition & Population"
P132314,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Finance, Competitiveness and Innovation"
P132317,5,1,East Asia and Pacific,Agriculture and Food
P132381,3,0,"Middle East, North Africa, Afghanistan, and Pakistan","Finance, Competitiveness and Innovation"
P132405,4,1,Western and Central Africa,Education
P132418,4,1,South Asia,Transport
P132425,5,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P132431,4,1,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P132443,5,1,Europe and Central Asia,Energy & Extractives
P132490,5,1,Europe and Central Asia,Education
P132500,5,1,East Asia and Pacific,Social Sustainability and Inclusion
P132505,4,1,Latin America and Caribbean,Transport
P132510,5,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P132515,3,0,Latin America and Caribbean,Transport
P132562,4,1,East Asia and Pacific,Transport
P132585,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P132616,5,1,Eastern and Southern Africa,Education
P132617,5,1,Western and Central Africa,Education
P132621,6,1,East Asia and Pacific,Transport
P132623,4,1,South Asia,Agriculture and Food
P132652,5,1,Europe and Central Asia,Agriculture and Food
P132665,4,0,South Asia,Education
P132667,5,1,Western and Central Africa,Social Protection & Jobs
P132698,3,0,South Asia,Education
P132709,3,1,"Middle East, North Africa, Afghanistan, and Pakistan","Macroeconomics, Trade and Investment"
P132742,4,0,"Middle East, North Africa, Afghanistan, and Pakistan",Education
P132748,5,1,East Asia and Pacific,Energy & Extractives
P132750,4,1,South Asia,Transport
P132754,5,1,Europe and Central Asia,Water
P132757,3,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P132768,5,1,Latin America and Caribbean,Social Protection & Jobs
P132775,4,1,East Asia and Pacific,Transport
P132821,3,0,Eastern and Southern Africa,Digital Development
P132833,5,1,South Asia,Transport
P132846,4,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P132873,5,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P132979,4,1,Eastern and Southern Africa,Water
P132982,4,1,Europe and Central Asia,Transport
P133000,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P133017,5,1,East Asia and Pacific,Water
P133018,5,1,East Asia and Pacific,Water
P133021,3,0,Western and Central Africa,"Finance, Competitiveness and Innovation"
P133045,5,1,Western and Central Africa,Governance
P133069,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P133070,5,1,Western and Central Africa,Education
P133079,6,1,Western and Central Africa,Education
P133107,4,1,Western and Central Africa,"Macroeconomics, Trade and Investment"
P133114,4,1,East Asia and Pacific,Transport
P133116,5,1,East Asia and Pacific,Water
P133117,4,1,East Asia and Pacific,Water
P133129,4,0,Latin America and Caribbean,Social Protection & Jobs
P133184,3,1,Eastern and Southern Africa,Energy & Extractives
P133193,6,1,Latin America and Caribbean,"Health, Nutrition & Population"
P133195,3,1,Latin America and Caribbean,Education
P133226,3,0,"Middle East, North Africa, Afghanistan, and Pakistan",Governance
P133261,4,1,East Asia and Pacific,Agriculture and Food
P133288,3,0,Latin America and Caribbean,Energy & Extractives
P133312,3,0,Eastern and Southern Africa,Energy & Extractives
P133326,5,1,East Asia and Pacific,Agriculture and Food
P133327,4,1,Europe and Central Asia,Water
P133333,4,1,Western and Central Africa,Education
P133338,5,1,Western and Central Africa,Education
P133352,4,0,Latin America and Caribbean,Transport
P133380,4,1,Africa,Water
P133424,3,0,Western and Central Africa,Governance
P133445,4,1,Western and Central Africa,Energy & Extractives
