subsection|variable_name|year_from|year_to|polity_name|polity_new_ID|polity_old_ID|value_from|value_to|confidence|is_disputed|is_uncertain|expert_checked|DRB_reviewed
Specialized Buildings: polity owned|symbolic_building|||Chu Kingdom - Warring States Period|cn_chu_k_warring_states|CnChuWS|present||Inferred|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Ghaznavid Empire|af_ghaznavid_emp|AfGhazn|present||Confident|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Kingdom of Sicily - Hohenstaufen and Angevin dynasties|it_sicily_k_2|ItSicilK|present||Confident|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Almoravids|ma_almoravid_dyn|MaAlmor|present||Confident|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Bagan|mm_bagan|MmPagan|present||Confident|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Bulgaria - Early|bg_bulgaria_early|BgErBlg|present||Confident|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Idrisids|ma_idrisid_dyn|MaIdris|present||Confident|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Jayarid Khanate|ir_jayarid_khanate|IrJalay|present||Confident|False|False|False|False
Specialized Buildings: polity owned|symbolic_building|||Kangju|uz_kangju|UzKangj|present||Inferred|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Kingdom of Congo|ao_kongo_2|AoKngo2|present||Confident|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Kingdom of Georgia II|ge_georgia_k_2|GeGeoK2|present||Confident|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Lakhmid Kigdom|iq_lakhmid_k|IqLakhm|present||Confident|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Later Yan Kingdom|cn_later_yan_dyn|CnLrYan|present||Inferred|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Makuria Kingdom II|sd_makuria_k_2|SdMakur2|present||Confident|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Makuria Kingdom III|sd_makuria_k_3|SdMakur3|present||Confident|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Malacca Sultanate|my_malacca_sultanate_22222|SoIfatS|uncoded||Undecided|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Mauretania|ma_mauretania|MaKgMau|present||Inferred|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Novgorod Land|ru_novgorod_land|RuNovPr|present||Confident|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Southern Qi State|cn_southern_qi_dyn|CnSouQi|present||Confident|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Sukhotai|th_sukhotai|ThSukho|present||Confident|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Third Scythian Kingdom|ua_skythian_k_3|UaSky3K|present||Confident|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Tuyuhun|cn_tuyuhun|CnTuyhn|uncoded||Undecided|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Viet Baiyu Kingdom|cn_viet_baiyu_k|CnBaiyu|present||Confident|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Xixia|cn_xixia|CnXixia|present||Confident|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Yueban|kz_yueban|KzYueba|unknown||Suspected|False|False|False|
Specialized Buildings: polity owned|symbolic_building|||Egypt - Classic Old Kingdom|eg_old_k_1|EgOldK1|present||Confident|False|False|False|False
Specialized Buildings: polity owned|symbolic_building|||Zirids|tn_zirid_dyn|TnZirid|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|1614|1672|Russian Empire, Romanov Dynasty I|ru_romanov_dyn_1|ru_romanov_dyn_1|absent||Confident|False|False|False|False
Specialized Buildings: polity owned|entertainment_building|1672|1775|Russian Empire, Romanov Dynasty I|ru_romanov_dyn_1|ru_romanov_dyn_1|present||Confident|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|1820|1846|Kingdom of Hawaii - Post-Kamehameha Period|us_hawaii_k|USHawai|absent||Inferred|False|False|False|False
Specialized Buildings: polity owned|entertainment_building|1847|1898|Kingdom of Hawaii - Post-Kamehameha Period|us_hawaii_k|USHawai|present||Confident|False|False|False|False
Specialized Buildings: polity owned|entertainment_building|1867|1918|Austria - Habsburg Dynasty II|at_habsburg_2|at_habsburg_2|present||Confident|False|False|False|False
Specialized Buildings: polity owned|entertainment_building|1923|1991|Soviet Union|ru_soviet_union|ru_soviet_union|present||Confident|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Dutch Empire|nl_dutch_emp_1|nl_dutch_emp_1|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||West Burkina Faso Yellow I|bf_west_burkina_faso_yellow_5|bf_west_burkina_faso_yellow_5|absent||Inferred|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||West Burkina Faso Red II and III|bf_west_burkina_faso_red_2|bf_west_burkina_faso_red_2|absent||Inferred|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||West Burkina Faso Red IV|bf_west_burkina_faso_red_4|bf_west_burkina_faso_red_4|absent||Inferred|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Egypt - Dynasty II|eg_dynasty_2|EgDyn2*|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Egypt - Inter-Occupation Period|eg_inter_occupation|EgIntOc|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||West Burkina Faso Red I|bf_west_burkina_faso_red_1|bf_west_burkina_faso_red_1|absent||Inferred|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Kanem|cd_kanem|cd_kanem|unknown||Suspected|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Oyo|ni_oyo_emp_1|ni_oyo_emp_1|unknown||Suspected|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Kingdom of the Huns|hu_hun_k|HuKHuns|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Plantagenet England|gb_england_plantagenet|gb_england_plantagenet|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Lombard Kingdom|it_lombard_k|ItLombr|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Us Reconstruction-Progressive|us_united_states_of_america_reconstruction|us_united_states_of_america_reconstruction|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Austria - Habsburg Dynasty II|at_habsburg_2|at_habsburg_2|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Austria - Habsburg Dynasty I|at_habsburg_1|at_habsburg_1|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Armenian Kingdom|am_artaxiad_dyn|AmArtax|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Golden Horde|ru_golden_horde|ru_golden_horde|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||British Empire I|gb_british_emp_1|gb_british_emp_1|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Napoleonic France|fr_france_napoleonic|fr_france_napoleonic|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Saffarid Caliphate|ir_saffarid_emp|IrSaffr|unknown||Suspected|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||British Empire II|gb_british_emp_2|gb_british_emp_2|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Nawabs of Bengal|bd_nawabs_of_bengal|BdNawabs|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Qin Empire|cn_qin_emp|CnImQin|absent||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Macedonian Empire|gr_macedonian_emp|GrMaced|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Qasimid Dynasty XXXXXXX|ye_qasimid_dyn_222222|ye_qasimid_dyn_222222|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Holy Roman Empire - Ottonian-Salian Dynasty|de_empire_1|de_empire_1|unknown||Suspected|False|False|False|False
Specialized Buildings: polity owned|entertainment_building|||England Tudor-Stuart|gb_tudor_stuart|GBEnglK|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Russian Empire, Romanov Dynasty II|ru_romanov_dyn_2|ru_romanov_dyn_2|present||Confident|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Jayarid Khanate|ir_jayarid_khanate|IrJalay|present||Confident|False|False|False|False
Specialized Buildings: polity owned|entertainment_building|||Egypt - Classic Old Kingdom|eg_old_k_1|EgOldK1|absent||Inferred|False|False|False|False
Specialized Buildings: polity owned|entertainment_building|||Norman England|gb_england_norman|gb_england_norman|absent||Confident|False|False|False|False
Specialized Buildings: polity owned|entertainment_building|||East Francia|de_east_francia|de_east_francia|absent||Confident|False|False|False|False
Specialized Buildings: polity owned|entertainment_building|||Ottoman Empire IV|tr_ottoman_emp_4|TrOttm5|present||Confident|False|False|False|False
Specialized Buildings: polity owned|entertainment_building|||Early Wei Dynasty|cn_wei_dyn_warring_states|CnWeiWS|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Egypt - Dynasty I|eg_dynasty_1|EgDyn1*|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Grand Principality of Moscow, Rurikid Dynasty|ru_moskva_rurik_dyn|RuMoskva|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Avar Khaganate|hu_avar_khaganate|HuAvarK|unknown||Suspected|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Axum II|et_aksum_emp_2|EtAksm2|unknown||Suspected|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Chu Kingdom - Spring and Autumn Period|cn_chu_dyn_spring_autumn|CnChuSA|uncoded||Undecided|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Kingdom of Sicily - Hohenstaufen and Angevin dynasties|it_sicily_k_2|ItSicilK|uncoded||Undecided|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Monagrillo|pa_monagrillo|PaMonag|absent||Inferred|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Monte Alban V Early Postclassic|mx_monte_alban_5_a|MxAlbEP|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Monte Alban V Late Postclassic|mx_monte_alban_5_b|MxAlbLP|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Numidia|dz_numidia|DzNumid|unknown||Suspected|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Songhai Empire|ml_songhai_1|MlSong1|unknown||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Third Scythian Kingdom|ua_skythian_k_3|UaSky3K|present||Confident|False|True|False|
Specialized Buildings: polity owned|entertainment_building|||Egypt - Kushite Period|eg_kushite|SdKusht|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Bulgaria - Middle|bg_bulgaria_medieval|BgMdBlg|uncoded||Undecided|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Funan I|kh_funan_1|KhFunaE|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Kangju|uz_kangju|UzKangj|unknown||Suspected|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Hoysala Kingdom|in_hoysala_k|InHoysa|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Malacca Sultanate|my_malacca_sultanate|MySultM|present||Inferred|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Jin|cn_jin_spring_and_autumn|CnJinSA|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Mauretania|ma_mauretania|MaKgMau|unknown||Suspected|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Kampili Kingdom|in_kampili_k|InKampi|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Yemen - Ottoman period|tr_ottoman_emp_4_copy|YeOttoL|absent||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Kediri Kingdom|id_kediri_k|IdKedir|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Tahert|dz_tahert|DzTahrt|uncoded||Undecided|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Rasulid Dynasty|ye_rasulid_dyn|YeRasul|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Third Scythian Kingdom|ua_skythian_k_3|UaSky3K|absent||Confident|False|True|False|
Specialized Buildings: polity owned|entertainment_building|||Songhai Empire - Askiya Dynasty|ml_songhai_2|MlSong2|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Ur - Dynasty III|iq_ur_dyn_3|IqUrIII|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Vijayanagara Empire|in_vijayanagara_emp|InVijay|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Warring States Japan|jp_sengoku_jidai|JpSengk|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Egypt - Late Old Kingdom|eg_old_k_2|EgOldK2|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Ilkhanate|ir_il_khanate|IrIlkhn|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Kansai - Kofun Period|jp_kofun|JpKofun|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Medang Kingdom|id_medang_k|IdMedng|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Mughal Empire|in_mughal_emp|InMugl*|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Saadi Sultanate|ma_saadi_sultanate|MaSaadi|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||Sui Dynasty|cn_sui_dyn|CnSui**|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|entertainment_building|||British East India Company|in_east_india_co|BdEastIndiaCompany|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Southern Song|cn_southern_song_dyn|CnSSong|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Early United Mexican States|mx_mexico_1|mx_mexico_1|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Bulgaria - Early|bg_bulgaria_early|BgErBlg|uncoded||Undecided|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Antebellum US|us_antebellum|us_antebellum|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Late Classic Tikal|gt_tikal_late_classic|gt_tikal_late_classic|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Khwarezmid Empire|tm_khwarezmid_emp|TmKhwrz|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Hohokam Culture|us_hohokam_culture|us_hohokam_culture|present||Confident|False|False|False|
Specialized Buildings: polity owned|entertainment_building|||Dambadaneiya|sl_dambadeniya|sl_dambadeniya|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|681|813|Bulgaria - Early|bg_bulgaria_early|BgErBlg|absent||Confident|False|True|False|
Specialized Buildings: polity owned|knowledge_or_information_building|681|813|Bulgaria - Early|bg_bulgaria_early|BgErBlg|present||Confident|False|True|False|
Specialized Buildings: polity owned|knowledge_or_information_building|814|864|Bulgaria - Early|bg_bulgaria_early|BgErBlg|present||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|1614|1687|Russian Empire, Romanov Dynasty I|ru_romanov_dyn_1|ru_romanov_dyn_1|A~P||Confident|False|False|False|False
Specialized Buildings: polity owned|knowledge_or_information_building|1687|1775|Russian Empire, Romanov Dynasty I|ru_romanov_dyn_1|ru_romanov_dyn_1|present||Confident|False|False|False|False
Specialized Buildings: polity owned|knowledge_or_information_building|1867|1918|Austria - Habsburg Dynasty II|at_habsburg_2|at_habsburg_2|present||Confident|False|False|False|False
Specialized Buildings: polity owned|knowledge_or_information_building|||Saffarid Caliphate|ir_saffarid_emp|IrSaffr|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Napoleonic France|fr_france_napoleonic|fr_france_napoleonic|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Lombard Kingdom|it_lombard_k|ItLombr|unknown||Suspected|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Hohokam Culture|us_hohokam_culture|us_hohokam_culture|unknown||Suspected|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||British Empire II|gb_british_emp_2|gb_british_emp_2|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Futa Jallon|gu_futa_jallon|gu_futa_jallon|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Dutch Empire|nl_dutch_emp_1|nl_dutch_emp_1|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Kingdom of Jimma|et_jimma_k|et_jimma_k|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||East Francia|de_east_francia|de_east_francia|present||Confident|False|False|False|False
Specialized Buildings: polity owned|knowledge_or_information_building|||Ottoman Empire IV|tr_ottoman_emp_4|TrOttm5|present||Confident|False|False|False|False
Specialized Buildings: polity owned|knowledge_or_information_building|||Kediri Kingdom|id_kediri_k|IdKedir|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|knowledge_or_information_building|||Medri Bahri|er_medri_bahri|er_medri_bahri|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Majeerteen Sultanate|so_majeerteen_sultanate|so_majeerteen_sultanate|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Funj Sultanate|et_funj_sultanate|et_funj_sultanate|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Emirate of Harar|et_harar_emirate|et_harar_emirate|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Denyanke Kingdom|se_great_fulo_emp|se_great_fulo_emp|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Kingdom of Jolof|se_jolof_k|se_jolof_k|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Pandya Dynasty|in_pandya_emp_2|in_pandya_emp_2|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Early Cholas|in_cholas_1|in_cholas_1|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Early Pandyas|in_pandya_emp_1|in_pandya_emp_1|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Carnatic Sultanate|in_carnatic_sul|in_carnatic_sul|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Koktepe II|uz_koktepe_2|UzKok02|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|knowledge_or_information_building|||Late Pallava Empire|in_pallava_emp_2|in_pallava_emp_2|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Kalabhra Dynasty|in_kalabhra_dyn|in_kalabhra_dyn|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Tunni Sultanate|so_tunni_sultanate|so_tunni_sultanate|present||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||West Burkina Faso Yellow I|bf_west_burkina_faso_yellow_5|bf_west_burkina_faso_yellow_5|absent||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||West Burkina Faso Red II and III|bf_west_burkina_faso_red_2|bf_west_burkina_faso_red_2|absent||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||West Burkina Faso Red IV|bf_west_burkina_faso_red_4|bf_west_burkina_faso_red_4|absent||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||West Burkina Faso Red I|bf_west_burkina_faso_red_1|bf_west_burkina_faso_red_1|absent||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Sokoto Caliphate|ni_sokoto_cal|ni_sokoto_cal|absent||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Kanem|cd_kanem|cd_kanem|unknown||Suspected|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Konya Plain - Early Bronze Age|tr_konya_eba|TrBrzER|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|knowledge_or_information_building|||Oyo|ni_oyo_emp_1|ni_oyo_emp_1|unknown||Suspected|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Early United Mexican States|mx_mexico_1|mx_mexico_1|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Us Reconstruction-Progressive|us_united_states_of_america_reconstruction|us_united_states_of_america_reconstruction|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Antebellum US|us_antebellum|us_antebellum|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||England Tudor-Stuart|gb_tudor_stuart|GBEnglK|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Anglo-Saxon England II|gb_anglo_saxon_2|gb_england_k|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Khwarezmid Empire|tm_khwarezmid_emp|TmKhwrz|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Russian Empire, Romanov Dynasty II|ru_romanov_dyn_2|ru_romanov_dyn_2|present||Confident|False|False|True|False
Specialized Buildings: polity owned|knowledge_or_information_building|||Alaouite Dynasty I|mo_alawi_dyn_1|mo_alawi_dyn_1|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Oirats|kz_oirat|KzOirat|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Golden Horde|ru_golden_horde|ru_golden_horde|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||British Empire I|gb_british_emp_1|gb_british_emp_1|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Holy Roman Empire - Ottonian-Salian Dynasty|de_empire_1|de_empire_1|present||Confident|False|False|False|False
Specialized Buildings: polity owned|knowledge_or_information_building|||Kingdom of Hawaii - Post-Kamehameha Period|us_hawaii_k|USHawai|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Anglo-Saxon England I|gb_anglo_saxon_1|gb_anglo_saxon|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Egypt - Classic Old Kingdom|eg_old_k_1|EgOldK1|present||Inferred|False|False|False|False
Specialized Buildings: polity owned|knowledge_or_information_building|||Mali Empire|ml_mali_emp|MlMali*|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|knowledge_or_information_building|||Yadava Dynasty|in_yadava_dyn|InYadav|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Zirids|tn_zirid_dyn|TnZirid|present||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Soviet Union|ru_soviet_union|ru_soviet_union|present||Confident|False|False|True|False
Specialized Buildings: polity owned|knowledge_or_information_building|||Southern Song|cn_southern_song_dyn|CnSSong|present||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Eastern Zhou|cn_eastern_zhou_warring_states|CnZhuWS|present||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Portuguese Empire - Early Modern|pt_portuguese_emp_2|pt_portuguese_emp_2|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Grand Principality of Moscow, Rurikid Dynasty|ru_moskva_rurik_dyn|RuMoskva|absent||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Kievan Rus|ua_kievan_rus|UaKiev1|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Axum II|et_aksum_emp_2|EtAksm2|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Axum III|et_aksum_emp_3|EtAksm3|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Banu Ghaniya|ib_banu_ghaniya|IbBnGhn|present||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Chauhana Dynasty|in_chauhana_dyn|InChauh|present||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Chu Kingdom - Spring and Autumn Period|cn_chu_dyn_spring_autumn|CnChuSA|present||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Chu Kingdom - Warring States Period|cn_chu_k_warring_states|CnChuWS|present||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Crimean Khanate|ru_crimean_khanate|RuCrKha|present||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Ghaznavid Empire|af_ghaznavid_emp|AfGhazn|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Idrisids|ma_idrisid_dyn|MaIdris|uncoded||Undecided|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Kakatiya Dynasty|in_kakatiya_dyn|InKakat|present||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Kingdom of Georgia II|ge_georgia_k_2|GeGeoK2|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Kingdom of Sicily - Hohenstaufen and Angevin dynasties|it_sicily_k_2|ItSicilK|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Makuria Kingdom I|sd_makuria_k_1|SdMakur1|unknown||Suspected|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Monagrillo|pa_monagrillo|PaMonag|absent||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Monte Alban V Early Postclassic|mx_monte_alban_5_a|MxAlbEP|unknown||Suspected|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Monte Alban V Late Postclassic|mx_monte_alban_5_b|MxAlbLP|unknown||Suspected|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Novgorod Land|ru_novgorod_land|RuNovPr|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Yemen - Ottoman period|tr_ottoman_emp_4_copy|YeOttoL|absent||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Pergamon Kingdom|tr_pergamon_k|TrPergm|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Shaybanid Kingdom|uz_shaybanid_k|UzShayb|present||Confident|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Songhai Empire|ml_songhai_1|MlSong1|absent||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Tahert|dz_tahert|DzTahrt|present||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Tlemcen|dz_tlemcen|DzTlmcn|present||Inferred|False|False|False|
Specialized Buildings: polity owned|knowledge_or_information_building|||Middle Bronze Age in Central Anatolia|tr_central_anatolia_mba|TrBrzMD|uncoded||Undecided|False|False|True|False
Specialized Buildings: polity owned|knowledge_or_information_building|||Monte Alban V|mx_monte_alban_5|MxAlb5*|uncoded||Undecided|False|False|True|False
